"Provincia";"Comune Nome";"Stazione Nome";"Data";"Parametro Nome";"Valore Alfanum";"Sta Gb E";"Sta Gb N"
"PI";"PISA";"FOSSA CHIARA PONTE DI BISCOTTINO";"26-OTT-23";"TEMPERATURA";"18,2";"1613450";"4830540"
"PI";"CALCINAIA";"EMISSARIO BIENTINA - FORNACETTE";"26-OTT-23";"TEMPERATURA";"17";"1627498";"4836523"
"PI";"BIENTINA";"RIO PONTICELLI";"26-OTT-23";"TEMPERATURA";"17,2";"1634060,06";"4845237,35"
"LI";"CASTAGNETO CARDUCCI";"FOSSO BOLGHERI";"26-OTT-23";"TEMPERATURA";"18,4";"1625211";"4783505"
"LI";"CECINA";"CECINA - PONTE SS1 AURELIA";"26-OTT-23";"TEMPERATURA";"19";"1622837";"4796939"
"LI";"ROSIGNANO MARITTIMO";"FINE - GUADO POLVERONI";"26-OTT-23";"TEMPERATURA";"17,7";"1618689";"4803396"
"LI";"ROSIGNANO MARITTIMO";"TORRENTE CHIOMA";"26-OTT-23";"TEMPERATURA";"17";"1611698";"4811656"
"SI";"CETONA";"ASTRONE - PONTE CAVALCAVIA A1 (SS321)";"25-OTT-23";"TEMPERATURA";"17,1";"1738614";"4762188"
"SI";"CHIUSI";"CHIUSI - INTERNO INVASO";"25-OTT-23";"TEMPERATURA";"19,9";"1741409";"4771057"
"SI";"MONTEPULCIANO";"MONTEPULCIANO - INTERNO INVASO";"25-OTT-23";"TEMPERATURA";"19,6";"1738466";"4775200"
"SI";"SIENA";"FIUME TRESSA";"24-OTT-23";"TEMPERATURA";"17,4";"1692970";"4792143"
"FI";"FIGLINE E INCISA VALDARNO";"TORRENTE DEL CESTO MOLIN LUNGO BORRO PRATOLUNGO";"23-OTT-23";"TEMPERATURA";"15";"1693253";"4829994"
"FI";"FIGLINE E INCISA VALDARNO";"ARNO PRESA FIGLINE MATASSINO";"23-OTT-23";"TEMPERATURA";"17,5";"1700105";"4832998"
"FI";"REGGELLO";"RESCO CASCESE";"23-OTT-23";"TEMPERATURA";"14,8";"1705667";"4839875"
"PT";"PISTOIA";"RENO - PRESA ACQUEDOTTO LOC. PRACCHIA";"23-OTT-23";"TEMPERATURA";"11,5";"1652566";"4879557"
"PT";"SAN MARCELLO PITEGLIO";"TORRENTE LIMESTRE - A MONTE IMMISSIONE - LIMA";"23-OTT-23";"TEMPERATURA";"12,5";"1642078";"4879092"
"MS";"BAGNONE";"TORRENTE BAGNONE";"23-OTT-23";"TEMPERATURA";"11";"1583657";"4911829"
"FI";"MARRADI";"FIUME LAMONE";"18-OTT-23";"TEMPERATURA";"16,2";"1712742";"4886978"
"FI";"PALAZZUOLO SUL SENIO";"SENIO - PRESA ACQUEDOTTO - LOC. PALAZZUOLO";"18-OTT-23";"TEMPERATURA";"12,4";"1702339";"4886441"
"GR";"CAPALBIO";"FOSSO DEL CHIARONE";"18-OTT-23";"TEMPERATURA";"18";"1701911";"4696721"
"GR";"ORBETELLO";"OSA - SS. STATALE 323 A VALLE PONTE";"18-OTT-23";"TEMPERATURA";"19";"1683333";"4715259"
"SI";"POGGIBONSI";"CENTRALE CEPPARELLO";"17-OTT-23";"TEMPERATURA";"17,7";"1677443";"4817400"
"SI";"SIENA";"FIUME BOZZONE";"17-OTT-23";"TEMPERATURA";"16,8";"1693556";"4795839"
"FI";"BARBERINO DI MUGELLO";"LAGO MIGNETO";"16-OTT-23";"TEMPERATURA";"18,5";"1677500";"4881500"
"FI";"BARBERINO DI MUGELLO";"BILANCINO - INTERNO INVASO";"16-OTT-23";"TEMPERATURA";"19,4";"1681914";"4871949"
"AR";"CAVRIGLIA";"LAGO DI SAN CIPRIANO";"16-OTT-23";"TEMPERATURA";"16,8";"1700685";"4827939"
"GR";"ORBETELLO";"TORRENTE PATRIGNONE";"12-OTT-23";"TEMPERATURA";"16,8";"1689579";"4718226"
"LU";"SILLANO GIUNCUGNANO";"FIUME SERCHIO DI SILLANO";"12-OTT-23";"TEMPERATURA";"13,6";"1603745";"4896405"
"AR";"MARCIANO DELLA CHIANA";"CHIANA - PONTE DI CESA";"12-OTT-23";"TEMPERATURA";"19,1";"1729967";"4800306"
"PT";"MASSA E COZZILE";"TORRENTE CESSANA";"11-OTT-23";"TEMPERATURA";"22";"1641222";"4857785"
"PT";"MONSUMMANO TERME";"TERZO - RISERVA RIGHETTI";"11-OTT-23";"TEMPERATURA";"25,1";"1644544";"4854790"
"PT";"LARCIANO";"TERZO - CASOTTO DE  MORI";"11-OTT-23";"TEMPERATURA";"22,1";"1646042";"4850440"
"PI";"SANTA MARIA A MONTE";"USCIANA - MASSARELLA";"11-OTT-23";"TEMPERATURA";"23,6";"1645694";"4848214"
"FI";"FUCECCHIO";"CAPANNONE PONTE DI SALANOVA";"11-OTT-23";"TEMPERATURA";"21,9";"1643834";"4850925"
"PT";"PONTE BUGGIANESE";"PESCIA DI COLLODI - PONTE SETTEPASSI";"11-OTT-23";"TEMPERATURA";"20,8";"1641379";"4851913"
"PI";"VOLTERRA";"S. MARTA - SALINE";"11-OTT-23";"TEMPERATURA";"24,5";"1647483";"4802136"
"PI";"MONTEVERDI MARITTIMO";"MASSERA - PONTE PER SASSETTA";"11-OTT-23";"TEMPERATURA";"16,8";"1639765";"4776184"
"SI";"SIENA";"FIUME BOZZONE";"11-OTT-23";"TEMPERATURA";"17,2";"1693556";"4795839"
"PT";"PISTOIA";"BACINO DELLA GIUDEA";"10-OTT-23";"TEMPERATURA";"21,7";"1651138";"4869246"
"PT";"PISTOIA";"OMBRONE PISTOIESE - PROMBIALLA PRESA ACQUEDOTTO";"10-OTT-23";"TEMPERATURA";"15,8";"1652687";"4875630"
"AR";"CAVRIGLIA";"LE SCAGLIE";"10-OTT-23";"TEMPERATURA";"18,1";"1699396";"4820091"
"AR";"CAVRIGLIA";"LE SCAGLIE";"10-OTT-23";"TEMPERATURA";"18";"1699396";"4820091"
"SI";"SIENA";"FIUME ELSA";"10-OTT-23";"TEMPERATURA";"17,9";"1671715";"4803259"
"SI";"SIENA";"FIUME ELSA";"10-OTT-23";"TEMPERATURA";"18";"1671715";"4803259"
"GR";"SANTA FIORA";"FOSSO DEL CADONE";"10-OTT-23";"TEMPERATURA";"17";"1711959";"4744533"
"PI";"SAN MINIATO";"ELSA VALLE INFERIORE";"09-OTT-23";"TEMPERATURA";"21,7";"1651343";"4841847"
"AR";"SANSEPOLCRO";"TEVERE - PONTE DI PISTRINO";"09-OTT-23";"TEMPERATURA";"14";"1755184";"4824032"
"AR";"PIEVE SANTO STEFANO";"TEVERE - PONTE DI FORMOLE";"09-OTT-23";"TEMPERATURA";"17,5";"1746308";"4837383"
"FI";"BARBERINO TAVARNELLE";"PESA - PRESA SAMBUCA";"11-MAR-24";"FOSFATI";"0.1";"1679719";"4825925"
"FI";"VICCHIO";"TORRENTE MUCCIONE";"05-MAR-24";"FOSFATI";"0.1";"1698948";"4874460"
"AR";"ANGHIARI";"INVASO DI MONTEDOGLIO";"26-FEB-24";"FOSFATI";"0.1";"1746257";"4830571"
"AR";"CASTELFRANCO PIANDISCO'";"FINESTRELLE";"21-FEB-24";"FOSFATI";"0.1";"1707714";"4833950"
"FI";"REGGELLO";"RESCO CASCESE";"15-FEB-24";"FOSFATI";"0.1";"1705667";"4839875"
"FI";"FIGLINE E INCISA VALDARNO";"ARNO PRESA FIGLINE MATASSINO";"15-FEB-24";"FOSFATI";"0.1";"1700105";"4832998"
"FI";"REGGELLO";"TORRENTE  CHIESIMONE";"15-FEB-24";"FOSFATI";"0,2";"1698852";"4835734"
"FI";"REGGELLO";"TORRENTE MARNIA";"12-FEB-24";"FOSFATI";"0.1";"1703215";"4843521"
"SI";"SAN CASCIANO DEI BAGNI";"BACINO ELVELLA";"07-FEB-24";"FOSFATI";"0.1";"1732966";"4746969"
"SI";"POGGIBONSI";"CENTRALE CEPPARELLO";"06-FEB-24";"FOSFATI";"0.1";"1677443";"4817400"
"FI";"FIRENZE";"FIUME ARNO - ANCONELLA";"05-FEB-24";"FOSFATI";"0.1";"1685474";"4848206"
"PT";"MARLIANA";"NIEVOLE - FORRABUIA PRESA MONTECATINI";"05-FEB-24";"FOSFATI";"0.1";"1643868";"4867484"
"PT";"MASSA E COZZILE";"TORRENTE BORRA";"05-FEB-24";"FOSFATI";"0.1";"1641222";"4863674"
"AR";"AREZZO";"ARNO CASTELLUCCIO BUON RIPOSO";"05-FEB-24";"FOSFATI";"0.1";"1728871";"4822493"
"PT";"QUARRATA";"BACINO DUE FORRE";"30-GEN-24";"FOSFATI";"0.1";"1655449";"4857390"
"PT";"QUARRATA";"BACINO FALCHERETO";"30-GEN-24";"FOSFATI";"0.1";"1657270";"4856700"
"PT";"PISTOIA";"TORRENTE BURE DI BAGGIO";"29-GEN-24";"FOSFATI";"0.1";"1656963";"4871868"
"PT";"MONTALE";"TORRENTE AGNA DELLE CONCHE";"29-GEN-24";"FOSFATI";"0.1";"1662859";"4870331"
"PT";"PISTOIA";"RENO - PRESA ACQUEDOTTO LOC. PRACCHIA";"24-GEN-24";"FOSFATI";"0.1";"1652566";"4879557"
"PT";"ABETONE CUTIGLIANO";"TORRENTE SESTAIONE - PRESA ACQUEDOTTO";"24-GEN-24";"FOSFATI";"0.1";"1633142";"4887154"
"PT";"PISTOIA";"TORRENTE VINCIO DI MONTAGNANA";"23-GEN-24";"FOSFATI";"0.1";"1649651";"4865526"
"PT";"PISTOIA";"TORRENTE VINCIO DI BRANDEGLIO";"23-GEN-24";"FOSFATI";"0.1";"1650377";"4870490"
"SI";"CHIUSI";"CHIUSI - INTERNO INVASO";"23-GEN-24";"FOSFATI";"0.1";"1741409";"4771057"
"SI";"RAPOLANO TERME";"LAGO DEL CALCIONE - INTERNO INVASO";"23-GEN-24";"FOSFATI";"0.1";"1717196";"4796549"
"SI";"SAN CASCIANO DEI BAGNI";"INVASO ORCIA-ASTRONE";"23-GEN-24";"FOSFATI";"0.1";"1727692";"4768831"
"FI";"PONTASSIEVE";"TORRENTE RISAIO";"22-GEN-24";"FOSFATI";"0.1";"1692927";"4858037"
"FI";"FIESOLE";"BACINO LA CALVANELLA";"22-GEN-24";"FOSFATI";"0.1";"1688875";"4860080"
"FI";"VAGLIA";"TORRENTE DEL CARLONE";"22-GEN-24";"FOSFATI";"0.1";"1682572";"4866968"
"FI";"BARBERINO DI MUGELLO";"LAGO MIGNETO";"16-GEN-24";"FOSFATI";"0.1";"1677500";"4881500"
"PT";"PISTOIA";"OMBRONE PISTOIESE - PROMBIALLA PRESA ACQUEDOTTO";"15-GEN-24";"FOSFATI";"0.1";"1652687";"4875630"
"PT";"PISTOIA";"LIMENTRA DI SAMBUCA - PRESA ACQUEDOTTO OSPEDALETTO";"15-GEN-24";"FOSFATI";"0.1";"1655550";"4877375"
"FI";"REGGELLO";"TORRENTE MARNIA";"11-DIC-23";"FOSFATI";"0.1";"1703215";"4843521"
"FI";"REGGELLO";"RESCO CASCESE";"04-DIC-23";"FOSFATI";"0.1";"1705667";"4839875"
"FI";"REGGELLO";"TORRENTE  CHIESIMONE";"04-DIC-23";"FOSFATI";"0,12";"1698852";"4835734"
"FI";"MARRADI";"LAMONE - PRESA ACQUEDOTTO CAMPIGNO";"04-DIC-23";"FOSFATI";"0.1";"1707790";"4878931"
"FI";"PONTASSIEVE";"TORRENTE RISAIO";"29-NOV-23";"FOSFATI";"0.1";"1692927";"4858037"
"FI";"FIESOLE";"BACINO LA CALVANELLA";"29-NOV-23";"FOSFATI";"0.1";"1688875";"4860080"
"PT";"QUARRATA";"BACINO DUE FORRE";"29-NOV-23";"FOSFATI";"0.1";"1655449";"4857390"
"PT";"QUARRATA";"BACINO FALCHERETO";"29-NOV-23";"FOSFATI";"0.1";"1657270";"4856700"
"SI";"RAPOLANO TERME";"LAGO DEL CALCIONE - INTERNO INVASO";"29-NOV-23";"FOSFATI";"0,22";"1717196";"4796549"
"SI";"CHIUSI";"CHIUSI - INTERNO INVASO";"28-NOV-23";"FOSFATI";"0.1";"1741409";"4771057"
"PT";"PISTOIA";"TORRENTE VINCIO DI MONTAGNANA";"28-NOV-23";"FOSFATI";"0.1";"1649651";"4865526"
"PT";"ABETONE CUTIGLIANO";"TORRENTE SESTAIONE - PRESA ACQUEDOTTO";"27-NOV-23";"FOSFATI";"0.1";"1633142";"4887154"
"PT";"PISTOIA";"RENO - PRESA ACQUEDOTTO LOC. PRACCHIA";"27-NOV-23";"FOSFATI";"0.1";"1652566";"4879557"
"SI";"SAN CASCIANO DEI BAGNI";"INVASO ORCIA-ASTRONE";"27-NOV-23";"FOSFATI";"0.1";"1727692";"4768831"
"PT";"PISTOIA";"TORRENTE VINCIO DI BRANDEGLIO";"22-NOV-23";"FOSFATI";"0.1";"1650377";"4870490"
"PT";"PISTOIA";"OMBRONE PISTOIESE - PROMBIALLA PRESA ACQUEDOTTO";"22-NOV-23";"FOSFATI";"0.1";"1652687";"4875630"
"PT";"PISTOIA";"TORRENTE BURE DI BAGGIO";"20-NOV-23";"FOSFATI";"0.1";"1656963";"4871868"
"PT";"MONTALE";"TORRENTE AGNA DELLE CONCHE";"20-NOV-23";"FOSFATI";"0.1";"1662859";"4870331"
"FI";"VICCHIO";"TORRENTE MUCCIONE";"15-NOV-23";"FOSFATI";"0.1";"1698948";"4874460"
"PT";"PISTOIA";"LIMENTRA DI SAMBUCA - PRESA ACQUEDOTTO OSPEDALETTO";"15-NOV-23";"FOSFATI";"0.1";"1655550";"4877375"
"PT";"MARLIANA";"NIEVOLE - FORRABUIA PRESA MONTECATINI";"14-NOV-23";"FOSFATI";"0.1";"1643868";"4867484"
"PT";"MASSA E COZZILE";"TORRENTE BORRA";"14-NOV-23";"FOSFATI";"0.1";"1641222";"4863674"
"SI";"SAN CASCIANO DEI BAGNI";"BACINO ELVELLA";"14-NOV-23";"FOSFATI";"0.1";"1732966";"4746969"
"FI";"BARBERINO TAVARNELLE";"LAGO CHIOSTRINI";"13-NOV-23";"FOSFATI";"0.1";"1676919";"4826140"
"FI";"BARBERINO TAVARNELLE";"LAGO BARBERINO DIGA MIGLIORINI";"13-NOV-23";"FOSFATI";"0.1";"1676336";"4824077"
"FI";"SAN CASCIANO IN VAL DI PESA";"LAGO FABBRICA 1";"13-NOV-23";"FOSFATI";"0.1";"1680041";"4828106"
"FI";"BARBERINO TAVARNELLE";"PESA - PRESA SAMBUCA";"13-NOV-23";"FOSFATI";"0.1";"1679719";"4825925"
"FI";"MONTAIONE";"TORRENTE EGOLA MONTE";"07-NOV-23";"FOSFATI";"0.1";"1654237";"4822037"
"AR";"CASTELFRANCO PIANDISCO'";"FINESTRELLE";"30-OTT-23";"FOSFATI";"0.1";"1707714";"4833950"
"FI";"VAGLIA";"TORRENTE DEL CARLONE";"26-OTT-23";"FOSFATI";"0.1";"1682572";"4866968"
"FI";"FIGLINE E INCISA VALDARNO";"ARNO PRESA FIGLINE MATASSINO";"23-OTT-23";"FOSFATI";"0.1";"1700105";"4832998"
"SI";"POGGIBONSI";"CENTRALE CEPPARELLO";"17-OTT-23";"FOSFATI";"0.1";"1677443";"4817400"
"FI";"BARBERINO DI MUGELLO";"LAGO MIGNETO";"16-OTT-23";"FOSFATI";"0.1";"1677500";"4881500"
"AR";"CAVRIGLIA";"LE SCAGLIE";"10-OTT-23";"FOSFATI";"0.1";"1699396";"4820091"
"FI";"PELAGO";"SIEVE - PRESA ACQUEDOTTO SAN FRANCESCO";"02-APR-24";"PH";"8,3";"1696955";"4850494"
"FI";"FIRENZE";"FIUME ARNO - ANCONELLA";"02-APR-24";"PH";"8,1";"1685474";"4848206"
"FI";"REGGELLO";"TORRENTE  CHIESIMONE";"02-APR-24";"PH";"8";"1698852";"4835734"
"GR";"MANCIANO";"FIORA - LOC. EX FRANCESCHELLI - SP. 32 MANCIANO";"25-MAR-24";"PH";"8,3";"1711912";"4713930"
"LI";"COLLESALVETTI";"TORA - PONTE MEDICEO";"22-MAR-24";"PH";"8,2";"1618525";"4827250"
"LI";"ROSIGNANO MARITTIMO";"TORRENTE SAVALANO";"22-MAR-24";"PH";"8,2";"1620054";"4810240"
"LU";"VILLA BASILICA";"PESCIA DI COLLODI - PONTE A VILLA";"21-MAR-24";"PH";"6,8";"1632420";"4863723"
"PI";"BIENTINA";"CANALE ROGIO - BARACCA DI NANNI";"21-MAR-24";"PH";"6,9";"1629836";"4850269"
"GR";"CASTEL DEL PIANO";"TORRENTE ENTE CASTEL DEL PIANO";"21-MAR-24";"PH";"8,4";"1706069";"4759760"
"PT";"MONSUMMANO TERME";"NIEVOLE - PONTE DEL PORTO";"20-MAR-24";"PH";"8,2";"1644443";"4856297"
"PT";"MONSUMMANO TERME";"TERZO - RISERVA RIGHETTI";"20-MAR-24";"PH";"7,4";"1644544";"4854790"
"PT";"LARCIANO";"TERZO - CASOTTO DE  MORI";"20-MAR-24";"PH";"7,3";"1646042";"4850440"
"PI";"SANTA MARIA A MONTE";"USCIANA - MASSARELLA";"20-MAR-24";"PH";"7,3";"1645694";"4848214"
"PT";"PONTE BUGGIANESE";"PESCIA DI COLLODI - PONTE SETTEPASSI";"20-MAR-24";"PH";"7,6";"1641379";"4851913"
"FI";"CASTELFIORENTINO";"TORRENTE PESCIOLA";"19-MAR-24";"PH";"8,1";"1660243";"4828203"
"FI";"CASTELFIORENTINO";"TORRENTE PESCIOLA";"19-MAR-24";"PH";"8,1";"1660243";"4828203"
"AR";"TERRANUOVA BRACCIOLINI";"TORRENTE CIUFFENNA";"19-MAR-24";"PH";"8,5";"1708372";"4824722"
"SI";"SAN GIMIGNANO";"TORRENTE FOCI";"19-MAR-24";"PH";"8,3";"1668762";"4812763"
"PO";"VERNIO";"TORRENTE FIUMENTA";"18-MAR-24";"PH";"8,1";"1672411";"4879265"
"PO";"VERNIO";"BISENZIO MONTE";"18-MAR-24";"PH";"7,7";"1672351";"4878953"
"AR";"LATERINA PERGINE VALDARNO";"TORRENTE TROVE";"18-MAR-24";"PH";"8,4";"1715969";"4811100"
"AR";"CASTIGLION FIORENTINO";"TORRENTE ESSE LOC. PONTI DI BROLIO";"18-MAR-24";"PH";"8,2";"1729846";"4791059"
"FI";"SAN CASCIANO IN VAL DI PESA";"LAGO FABBRICA 1";"18-MAR-24";"PH";"8,3";"1680041";"4828106"
"FI";"SAN CASCIANO IN VAL DI PESA";"LAGO FABBRICA 1";"18-MAR-24";"PH";"8,3";"1680041";"4828106"
"FI";"BARBERINO TAVARNELLE";"LAGO CHIOSTRINI";"18-MAR-24";"PH";"7,8";"1676919";"4826140"
"FI";"BARBERINO TAVARNELLE";"LAGO CHIOSTRINI";"18-MAR-24";"PH";"7,8";"1676919";"4826140"
"FI";"BARBERINO TAVARNELLE";"LAGO BARBERINO DIGA MIGLIORINI";"18-MAR-24";"PH";"7,8";"1676336";"4824077"
"FI";"BARBERINO TAVARNELLE";"PESA - PRESA SAMBUCA";"18-MAR-24";"PH";"8,1";"1679719";"4825925"
"PT";"QUARRATA";"OMBRONE - PONTE DELLA CASERANA";"18-MAR-24";"PH";"8";"1662251";"4858643"
"PT";"QUARRATA";"DOGAIA DEI QUADRELLI PONTE AL FOSSO";"18-MAR-24";"PH";"7,6";"1662627";"4856704"
"PT";"QUARRATA";"STELLA PONTE CATENA";"18-MAR-24";"PH";"8";"1662143";"4856367"
"PO";"CARMIGNANO";"TORRENTE OMBRONE POGGIO A CAIANO";"18-MAR-24";"PH";"7,7";"1666168";"4849195"
"PO";"CARMIGNANO";"TORRENTE OMBRONE POGGIO A CAIANO";"18-MAR-24";"PH";"7,7";"1666168";"4849195"
"LU";"MASSAROSA";"MASSACIUCCOLI - CENTRO LAGO";"18-MAR-24";"PH";"7,6";"1607018";"4854251"
"LU";"MASSAROSA";"MASSACIUCCOLI - CENTRO LAGO";"18-MAR-24";"PH";"7,6";"1607018";"4854251"
"LU";"MASSAROSA";"MASSACIUCCOLI - CENTRO LAGO";"18-MAR-24";"PH";"6,9";"1607018";"4854251"
"LU";"MASSAROSA";"MASSACIUCCOLI - CENTRO LAGO";"18-MAR-24";"PH";"7,4";"1607018";"4854251"
"LU";"MASSAROSA";"MASSACIUCCOLI - CENTRO LAGO";"18-MAR-24";"PH";"7,6";"1607018";"4854251"
"AR";"CAVRIGLIA";"LAGO ORMA DEL DIAVOLO CAMMENATA";"13-MAR-24";"PH";"7,9";"1700851";"4820231"
"AR";"CAVRIGLIA";"LE SCAGLIE";"13-MAR-24";"PH";"7,9";"1699396";"4820091"
"PT";"QUARRATA";"BACINO DUE FORRE";"12-MAR-24";"PH";"7,7";"1655449";"4857390"
"PT";"QUARRATA";"BACINO FALCHERETO";"12-MAR-24";"PH";"8,2";"1657270";"4856700"
"PT";"PISTOIA";"TORRENTE BRANA";"12-MAR-24";"PH";"7,9";"1658939";"4863673"
"GR";"GAVORRANO";"TORRENTE SOVATA";"12-MAR-24";"PH";"7,8";"1664417,66";"4752855,11"
"GR";"GAVORRANO";"BRUNA - SP. 31 COLLACCHIA LOC. LA BARTOLINA";"12-MAR-24";"PH";"7,7";"1665337";"4756991"
"GR";"GAVORRANO";"BRUNA - MONTE TORRENTE CARSIA LOC. CASTEANI";"12-MAR-24";"PH";"7,5";"1661177";"4759728"
"FI";"BARBERINO TAVARNELLE";"PESA - PRESA SAMBUCA";"11-MAR-24";"PH";"8,1";"1679719";"4825925"
"FI";"BARBERINO TAVARNELLE";"PESA - PRESA SAMBUCA";"11-MAR-24";"PH";"8,1";"1679719";"4825925"
"PT";"SAN MARCELLO PITEGLIO";"TORRENTE LIMESTRE - A MONTE IMMISSIONE - LIMA";"11-MAR-24";"PH";"7,8";"1642078";"4879092"
"PT";"PISTOIA";"TORRENTE VINCIO DI BRANDEGLIO";"11-MAR-24";"PH";"8,1";"1650377";"4870490"
"FI";"VICCHIO";"TORRENTE MUCCIONE";"05-MAR-24";"PH";"7";"1698948";"4874460"
"FI";"VICCHIO";"TORRENTE BOTENA";"05-MAR-24";"PH";"6,5";"1700498";"4868730"
"PT";"PISTOIA";"LIMENTRA DI SAMBUCA - PRESA ACQUEDOTTO OSPEDALETTO";"05-MAR-24";"PH";"7,4";"1655550";"4877375"
"PT";"PISTOIA";"OMBRONE PISTOIESE - PROMBIALLA PRESA ACQUEDOTTO";"05-MAR-24";"PH";"8,1";"1652687";"4875630"
"FI";"EMPOLI";"TORRENTE ORME";"05-MAR-24";"PH";"7,6";"1657836";"4840372"
"FI";"SESTO FIORENTINO";"LAGO ISOLA";"04-MAR-24";"PH";"8";"1678317";"4858122"
"FI";"CAMPI BISENZIO";"FOSSO REALE (2)-TORRENTE RIMAGGIO";"04-MAR-24";"PH";"8,2";"1672086";"4851918"
"FI";"CAPRAIA E LIMITE";"ARNO  - CAMAIONI - CAPRAIA";"04-MAR-24";"PH";"8,1";"1663650";"4845728"
"FI";"MONTELUPO FIORENTINO";"FIUME PESA A VALLE";"04-MAR-24";"PH";"8,1";"1664032";"4842647"
"LU";"BORGO A MOZZANO";"TORRENTE PEDOGNA";"04-MAR-24";"PH";"6,9";"1620146";"4869308"
"LU";"COREGLIA ANTELMINELLI";"SERCHIO - GHIVIZZANO";"04-MAR-24";"PH";"6,5";"1621314";"4875203"
"LU";"COREGLIA ANTELMINELLI";"SERCHIO - GHIVIZZANO";"04-MAR-24";"PH";"6,5";"1621314";"4875203"
"LU";"BARGA";"TORRENTE CORSONNA";"04-MAR-24";"PH";"7";"1619561";"4882439"
"LU";"BORGO A MOZZANO";"LIMA - PONTE CATENE";"04-MAR-24";"PH";"6,4";"1625288";"4873730"
"LU";"BORGO A MOZZANO";"LIMA - PONTE CATENE";"04-MAR-24";"PH";"6,4";"1625288";"4873730"
"AR";"ANGHIARI";"INVASO DI MONTEDOGLIO";"26-FEB-24";"PH";"8,3";"1746257";"4830571"
"AR";"CASTELFRANCO PIANDISCO'";"FINESTRELLE";"21-FEB-24";"PH";"7";"1707714";"4833950"
"FI";"CASTELFIORENTINO";"TORRENTE PESCIOLA";"20-FEB-24";"PH";"7,9";"1660243";"4828203"
"GR";"SCARLINO";"CANALE ALLACCIANTE";"19-FEB-24";"PH";"8,2";"1650000,75";"4755673,58"
"FI";"REGGELLO";"TORRENTE  CHIESIMONE";"15-FEB-24";"PH";"8";"1698852";"4835734"
"FI";"REGGELLO";"TORRENTE  CHIESIMONE";"15-FEB-24";"PH";"8";"1698852";"4835734"
"FI";"FIGLINE E INCISA VALDARNO";"ARNO PRESA FIGLINE MATASSINO";"15-FEB-24";"PH";"7,8";"1700105";"4832998"
"AR";"BADIA TEDALDA";"TORRENTE PRESALE";"14-FEB-24";"PH";"8,4";"1757473";"4845111"
"MS";"PONTREMOLI";"FIUME MAGRA MONTE";"13-FEB-24";"PH";"7,8";"1570832";"4912602"
"MS";"PONTREMOLI";"GORDANA - PONTE A MONTE CONFLUENZA MAGRA";"13-FEB-24";"PH";"7,8";"1570420";"4912795"
"FI";"REGGELLO";"TORRENTE MARNIA";"12-FEB-24";"PH";"7,9";"1703215";"4843521"
"FI";"GAMBASSI TERME";"RIOPETROSO_BORGOFORTE";"12-FEB-24";"PH";"8";"1657290";"4824947"
"FI";"EMPOLI";"TORRENTE ORME";"12-FEB-24";"PH";"8,1";"1657836";"4840372"
"SI";"SIENA";"FIUME ELSA";"09-FEB-24";"PH";"8,3";"1671715";"4803259"
"GR";"MANCIANO";"ALBEGNA - PONTE SS 322 PER MONTEMERANO";"08-FEB-24";"PH";"8";"1701446";"4723561"
"PI";"PISA";"FOSSA CHIARA PONTE DI BISCOTTINO";"08-FEB-24";"PH";"8,2";"1613450";"4830540"
"PI";"SANTA LUCE";"LAGO S. LUCE - INTERNO INVASO";"08-FEB-24";"PH";"8,1";"1622586";"4811251"
"PI";"CALCINAIA";"ARNO - PONTE DI CALCINAIA";"08-FEB-24";"PH";"7,7";"1627644";"4837776"
"LI";"ROSIGNANO MARITTIMO";"TORRENTE SAVALANO";"08-FEB-24";"PH";"8,3";"1620054";"4810240"
"AR";"PIEVE SANTO STEFANO";"TEVERE - MOLIN DEL BECCO";"07-FEB-24";"PH";"8,3";"1744014";"4848298"
"SI";"RADICOFANI";"TORRENTE SUCENNA";"07-FEB-24";"PH";"8,1";"1727880";"4753960"
"SI";"SAN CASCIANO DEI BAGNI";"BACINO ELVELLA";"07-FEB-24";"PH";"8,2";"1732966";"4746969"
"SI";"SAN CASCIANO DEI BAGNI";"BACINO ELVELLA";"07-FEB-24";"PH";"8,2";"1732966";"4746969"
"SI";"PIANCASTAGNAIO";"FIUME PAGLIA VALLE CONFLUENZA RIGO";"07-FEB-24";"PH";"8,4";"1729751";"4741715"
"LI";"CASTAGNETO CARDUCCI";"FOSSO BOLGHERI";"07-FEB-24";"PH";"8";"1625211";"4783505"
"LI";"CECINA";"CECINA - PONTE SS1 AURELIA";"07-FEB-24";"PH";"8,3";"1622837";"4796939"
"LI";"ROSIGNANO MARITTIMO";"FINE - GUADO POLVERONI";"07-FEB-24";"PH";"7,7";"1618689";"4803396"
"AR";"PRATOVECCHIO STIA";"TORRENTE STAGGIA";"06-FEB-24";"PH";"8,3";"1718724";"4854730"
"AR";"BIBBIENA";"TORRENTE ARCHIANO";"06-FEB-24";"PH";"8,3";"1727753";"4848534"
"AR";"CASTEL FOCOGNANO";"TORRENTE  SALUTIO";"06-FEB-24";"PH";"8,4";"1728322";"4834230"
"PT";"QUARRATA";"STELLA PONTE CATENA";"06-FEB-24";"PH";"8,1";"1662143";"4856367"
"SI";"POGGIBONSI";"CENTRALE CEPPARELLO";"06-FEB-24";"PH";"7,9";"1677443";"4817400"
"SI";"POGGIBONSI";"TORRENTE STAGGIA";"06-FEB-24";"PH";"8,4";"1674671";"4813912"
