PROVINCIA;COMUNE;STAZIONE;DATACAMPIONAMENTO;PARAMETRO;VALORE_NUMERICO;GEO_Y;GEO_X
MI;PERO;Pero;08.06.2016;Conducibilità elettrica a 20°C;467;45.51574337;9.070994153
MN;Quistello;Quistello;19.07.2016;Ossigeno disciolto;10.92;45.04248476;11.01049127
BS;Collio;Collio;09.03.2016;Ossigeno disciolto;;45.81827566;10.37032513
LO;VILLANOVA DEL SILLARO;Villanova Sillaro;16.03.2016;Escherichia coli;5172;45.23473967;9.481811677
CR;Piadena;Piadena;17.11.2016;Ossigeno disciolto;9.15;45.13274124;10.39428604
BS;Fiesse;Fiesse;20.06.2016;Conducibilità elettrica a 20°C;693;45.23204733;10.3161738
LO;Castiraga Vidardo;Castiraga Vidardo;15.12.2016;Escherichia coli;4106;45.25707816;9.394866059
BS;Bovegno;Bovegno;14.11.2016;Escherichia coli;15531;45.78141995;10.26320925
LO;Sant'Angelo Lodigiano;S. Angelo Lodigiano;17.02.2016;Conducibilità elettrica a 20°C;584;45.23945054;9.404563744
LO;Orio Litta;Orio Litta;10.11.2016;pH;7.69;45.16557812;9.532104418
VA;Somma Lombardo;Somma Lombardo;04.07.2016;Conducibilità elettrica a 20°C;421;45.67705954;8.68323188
BS;Manerba del Garda;Manerba del Garda;01.09.2016;Temperatura acqua;20.3;45.55470155;10.54146412
CR;Crema;Crema;28.09.2016;Temperatura acqua;16;45.34548271;9.694962049
SO;Valdidentro;Valdidentro;02.11.2016;Temperatura acqua;4.34;46.48313414;10.26611458
BG;Castro;Castro;28.04.2016;pH;;45.8019241;10.06273134
LO;Crespiatica;Crespiatica;15.12.2016;Conducibilità elettrica a 20°C;347;45.34170192;9.5621899
PV;San Zenone al Po;S. Zenone Po;10.05.2016;Conducibilità elettrica a 20°C;326;45.10888783;9.363088336
LC;OLGINATE;Calolziocorte/Olginate;02.08.2016;pH;9.1;45.80368759;9.41416831
MI;Truccazzano;Trucazzano;16.02.2016;Escherichia coli;;45.46825292;9.443553627
BG;Credaro;Credaro;14.11.2016;Conducibilità elettrica a 20°C;566;45.65067099;9.922542116
LC;Varenna;Perledo;14.03.2016;Conducibilità elettrica a 20°C;395;46.01469797;9.283041999
BS;Tremosine;Tremosine;31.03.2016;Ossigeno disciolto;;45.75434988;10.74859078
MI;Abbiategrasso;Abbiategrasso;14.01.2016;pH;7.86;45.38694025;8.859205589
BG;Bonate Sopra;Bonate Sopra;04.08.2016;pH;7.94;45.67740488;9.5624339
BS;Angolo Terme;Angolo Terme;22.09.2016;Ossigeno disciolto;10.26;45.89669272;10.14431809
MN;Canneto sull'Oglio;Canneto SullOglio;03.05.2016;Temperatura acqua;15.2;45.15644252;10.41260642
BS;Angolo Terme;Angolo Terme;09.11.2016;Conducibilità elettrica a 20°C;294;45.89669272;10.14431809
BG;San Giovanni Bianco;S. Giovanni Bianco;30.03.2016;Temperatura acqua;8.6;45.87442684;9.653147796
MI;San Giuliano Milanese;S. Giuliano Milanese;26.01.2016;Temperatura acqua;11.55;45.36542906;9.317839419
MI;PADERNO DUGNANO;Paderno Dugnano;23.06.2016;pH;8.1;45.53817049;9.182187817
MN;Castellucchio;Castellucchio;01.03.2016;Temperatura acqua;11.8;45.14714103;10.66220016
MN;Viadana;Viadana;09.06.2016;Temperatura acqua;20.88;44.9121599;10.53632845
BS;Vestone;Vestone;14.06.2016;Conducibilità elettrica a 20°C;428;45.70196251;10.38720124
VA;Varese;Varese;09.02.2016;Conducibilità elettrica a 20°C;499;45.81982826;8.851945308
PV;Bereguardo;Bereguardo;30.11.2016;Conducibilità elettrica a 20°C;168.6;45.23467838;9.007681969
MI;Rho;Rho;02.11.2016;Conducibilità elettrica a 20°C;491;45.5262084;9.019838765
BS;Lodrino;Lodrino;21.06.2016;Ossigeno disciolto;;45.71221222;10.25092783
CO;Como;Como;14.07.2016;Temperatura acqua;19.9;45.81351622;9.074313541
MN;Bozzolo;Bozzolo/Calvatone;17.11.2016;Escherichia coli;730;45.12494191;10.45519431
CR;GABBIONETA BINANUOVA;Gabbioneta Binanuova;06.09.2016;Escherichia coli;580;45.24028145;10.17445054
VA;Sesto Calende;Sesto Calende;08.06.2016;Ossigeno disciolto;8.1;45.72469289;8.626972712
LC;Premana;Premana;22.06.2016;pH;8.2;46.05110056;9.413510933
CO;Gravedona;Gravedona;25.08.2016;pH;7.6;46.14814473;9.296688569
MI;Milano;Milano;14.12.2016;Temperatura acqua;9.57;45.45041044;9.168015102
MN;Castel Goffredo;Castelgoffredo;19.04.2016;Escherichia coli;8000;45.33091486;10.47340865
CR;Sergnano;Sergnano;03.11.2016;Conducibilità elettrica a 20°C;646;45.42980434;9.709841805
VA;Brebbia;Brebbia;03.03.2016;Ossigeno disciolto;11;45.84129999;8.634064328
MN;Castel Goffredo;Castelgoffredo;05.10.2016;pH;7.5;45.33091486;10.47340865
CR;Casaletto Ceredano;Casaletto Ceredano;25.02.2016;Ossigeno disciolto;8.76;45.31655812;9.618473449
LO;Sant'Angelo Lodigiano;S. Angelo Lodigiano;01.12.2016;Ossigeno disciolto;9.66;45.23945054;9.404563744
PV;Cervesina;Cervesina;14.06.2016;Conducibilità elettrica a 20°C;592.9;45.06301792;9.014264402
CO;Fino Mornasco;Fino Mornasco;15.11.2016;pH;8.1;45.753754;9.057273866
MN;Serravalle a Po;Serravalle a Po;13.10.2016;pH;7.81;45.09784616;11.10724578
CR;Genivolta;Genivolta;09.08.2016;pH;7.8;45.33429464;9.851489737
MN;Volta Mantovana;Volta mantovana;27.09.2016;Temperatura acqua;20.5;45.31067948;10.70206972
PV;Stradella;Stradella;05.10.2016;Temperatura acqua;13.8;45.07547411;9.307866342
CR;Castelvisconti;Castelvisconti;12.05.2016;Conducibilità elettrica a 20°C;383;45.31860075;9.949348223
BS;Berzo Inferiore;Berzo Inferiore;09.11.2016;pH;8.7;45.926243;10.28228649
BG;Mozzanica;Mozzanica;26.01.2016;Temperatura acqua;9.4;45.48342714;9.709313014
VA;Porto Ceresio;Porto  Ceresio;14.01.2016;pH;7;45.90609865;8.895231622
PV;Mezzana Bigli;Mezzana Bigli;14.12.2016;Conducibilità elettrica a 20°C;275;45.07260892;8.902980204
PV;Zinasco;Zinasco;11.10.2016;Temperatura acqua;14;45.12143547;9.026611015
LO;VILLANOVA DEL SILLARO;Villanova Sillaro;01.12.2016;Conducibilità elettrica a 20°C;394;45.23473967;9.481811677
CO;Cernobbio;Cernobbio;10.05.2016;Conducibilità elettrica a 20°C;331;45.83498456;9.072982762
MN;Roncoferraro;Roncoferraro;15.09.2016;Escherichia coli;200;45.08465138;10.95326725
CR;Cremona;Cremona;06.07.2016;Temperatura acqua;24.8;45.1591876;10.01389685
PV;Stradella;Stradella;18.08.2016;Conducibilità elettrica a 20°C;1237;45.07547411;9.307866342
CR;Montodine;Montodine;07.09.2016;Escherichia coli;910;45.28311106;9.711247599
BS;Gottolengo;Gottolengo;09.02.2016;Conducibilità elettrica a 20°C;660;45.320246;10.28509046
BG;Ardesio;Ardesio;07.11.2016;Temperatura acqua;7;45.94714101;9.923582351
CR;Spinadesco;Spinadesco;04.07.2016;Conducibilità elettrica a 20°C;523;45.13685148;9.955404374
MN;Porto Mantovano;Porto Mantovano;01.03.2016;Temperatura acqua;12.7;45.23503034;10.8005307
PV;Bereguardo;Bereguardo;06.07.2016;Temperatura acqua;21.13;45.23467838;9.007681969
CR;Spinadesco;Spinadesco;04.07.2016;Ossigeno disciolto;8.01;45.13685148;9.955404374
MN;Roncoferraro;Roncoferraro;26.07.2016;Escherichia coli;100;45.11303257;10.90376618
MN;Viadana;Viadana;02.03.2016;Conducibilità elettrica a 20°C;752.4;45.02236158;10.63218297
MN;Sabbioneta;Sabbioneta;06.12.2016;Temperatura acqua;9.8;44.9838967;10.50310913
LC;Lecco;Lecco;06.09.2016;Conducibilità elettrica a 20°C;428;45.87648791;9.428828766
BG;Palosco;Palosco;16.02.2016;pH;;45.58684179;9.845169363
BG;Ponte Nossa;Ponte Nossa;03.11.2016;Escherichia coli;600;45.85116106;9.882447414
SO;VALDIDENTRO;Valdidentro;18.01.2016;Conducibilità elettrica a 20°C;200;46.48229357;10.33152062
PV;Voghera;Voghera;13.07.2016;Temperatura acqua;25.2;44.95976439;9.016392961
MN;Gazzuolo;Gazzuolo;10.02.2016;pH;7.93;45.04432064;10.59433446
SO;Ardenno;Ardenno;03.11.2016;Conducibilità elettrica a 20°C;268;46.15740322;9.64421008
LC;Pasturo;Pasturo;14.03.2016;Escherichia coli;1;45.93066903;9.432108288
CR;Piadena;Piadena;19.10.2016;Conducibilità elettrica a 20°C;340;45.12550073;10.39306692
CR;Cumignano sul Naviglio;Cumignano sul Naviglio;03.03.2016;Ossigeno disciolto;10.29;45.26504555;9.944334043
SO;Ardenno;Ardenno;29.09.2016;Ossigeno disciolto;12;46.15740322;9.64421008
MI;Rho;Rho;11.05.2016;pH;7.86;45.5262084;9.019838765
CO;Dongo;Dongo;25.08.2016;pH;7.5;46.12594548;9.280933126
BS;Bovegno;Bovegno;09.03.2016;Temperatura acqua;5;45.79403349;10.27661851
CR;Pizzighettone;Pizzighettone;01.12.2016;Ossigeno disciolto;10.94;45.20654984;9.811291315
BG;Palazzago;Palazzago;22.11.2016;Temperatura acqua;11.2;45.725486;9.5401709
LO;Sant'Angelo Lodigiano;S. Angelo Lodigiano;01.12.2016;Conducibilità elettrica a 20°C;508;45.23945054;9.404563744
MN;Goito;Goito;02.08.2016;pH;7.9;45.26100724;10.66372324
CR;Crema;Crema;29.06.2016;pH;7.31;45.34548271;9.694962049
CO;Castelmarte;Castelmarte;21.11.2016;Ossigeno disciolto;11.2;45.83789175;9.241267995
MI;Lainate;Lainate;11.05.2016;Temperatura acqua;16.14;45.55034016;9.020577872
BG;Arzago d'Adda;Arzago dAdda;09.08.2016;Temperatura acqua;19;45.4856483;9.587775605
CO;Porlezza;Porlezza;24.05.2016;Conducibilità elettrica a 20°C;103;46.030915;9.130199216
MN;Marcaria;Marcaria;06.07.2016;pH;8.4;45.04117454;10.65100133
SO;Teglio;Teglio;22.11.2016;Conducibilità elettrica a 20°C;66;46.14179786;10.0934673
CR;Spinadesco;Spinadesco;21.03.2016;pH;7.5;45.13685148;9.955404374
MN;Canneto sull'Oglio;Canneto SullOglio;03.05.2016;Conducibilità elettrica a 20°C;508;45.15644252;10.41260642
CR;Stagno Lombardo;Stagno Lombardo;19.01.2016;pH;7.9;45.05292141;10.06451635
VA;Porto Ceresio;Porto  Ceresio;14.06.2016;pH;8;45.90609865;8.895231622
LO;Orio Litta;Orio Litta;24.03.2016;Conducibilità elettrica a 20°C;515;45.16557812;9.532104418
MI;PERO;Pero;04.10.2016;Conducibilità elettrica a 20°C;214;45.51574337;9.070994153
PV;Bressana Bottarone;Bressana Bottarone;12.04.2016;Escherichia coli;;45.07978335;9.12416944
PV;Borgo Priolo;Borgo Priolo;03.03.2016;pH;8.16;44.97126911;9.157922151
BG;Filago;Filago;04.08.2016;Temperatura acqua;22.1;45.63110708;9.550936465
MI;PERO;Pero;13.01.2016;pH;7.82;45.51574337;9.070994153
CR;San Daniele Po;San Daniele Po;25.05.2016;Temperatura acqua;25.3;45.05386669;10.17601399
MI;San Giuliano Milanese;S. Giuliano Milanese;26.07.2016;Ossigeno disciolto;9.42;45.36542906;9.317839419
SO;Sondrio;Sondrio;15.11.2016;Ossigeno disciolto;12.59;46.16269333;9.853352103
PV;Chignolo Po;Chignolo Po;11.02.2016;Temperatura acqua;6.8;45.13321436;9.515016406
MN;Rodigo;Rodigo;03.11.2016;pH;8.16;45.19919384;10.67899451
LO;Somaglia;Somaglia;01.03.2016;Temperatura acqua;13.26;45.12957031;9.635351457
CR;Stagno Lombardo;Stagno Lombardo;23.06.2016;Escherichia coli;3500;45.05292141;10.06451635
BS;Chiari;Chiari;23.11.2016;Temperatura acqua;12.9;45.52498336;9.909037683
MI;Rho;Rho;09.02.2016;Ossigeno disciolto;11.2;45.52203114;9.051016485
SO;VALDIDENTRO;Valdidentro;27.06.2016;Temperatura acqua;10;46.48229357;10.33152062
CR;Pizzighettone;Pizzighettone;11.10.2016;Conducibilità elettrica a 20°C;822;45.1815935;9.781335134
CR;Genivolta;Genivolta;03.03.2016;Temperatura acqua;10.8;45.33429464;9.851489737
CO;Gera Lario;Gera Lario;07.11.2016;Temperatura acqua;6.3;46.14975406;9.4128793
VA;Varese;Varese;09.02.2016;pH;8.16;45.80576197;8.860167479
PV;TRAVACò SICCOMARIO;Travacò  Siccomario;06.09.2016;Escherichia coli;13000;45.17308012;9.157078386
MI;Milano;Milano;13.09.2016;Ossigeno disciolto;7.02;45.45041044;9.168015102
LC;Cortenova;Cortenova;04.10.2016;Temperatura acqua;10.5;46.01061833;9.37153869
BS;Chiari;Chiari;02.03.2016;Escherichia coli;2481;45.52498336;9.909037683
LO;Orio Litta;Orio Litta;01.12.2016;Ossigeno disciolto;8.49;45.16557812;9.532104418
LC;Valmadrera;Valmadrera;10.10.2016;pH;8.4;45.8504889;9.367247722
PV;TORRE D'ISOLA;ZERBOLO';08.09.2016;Ossigeno disciolto;6.98;45.22515504;9.044046822
LC;Cortenova;Cortenova;18.02.2016;pH;8.4;46.01061833;9.37153869
SO;Valdisotto;Valdisotto;20.09.2016;Ossigeno disciolto;9.6;46.42428487;10.35509431
MN;Sermide;Sermide;06.09.2016;Temperatura acqua;24.31;45.01538052;11.29001297
BG;Bonate Sopra;Bonate Sopra;22.03.2016;Escherichia coli;3000;45.67740488;9.5624339
BG;Trescore Balneario;Trescore Balneario;10.11.2016;Escherichia coli;2360;45.6897663;9.848695289
BG;Palosco;Palosco;16.11.2016;pH;8.01;45.58684179;9.845169363
BS;Gottolengo;Gottolengo;05.10.2016;pH;7.9;45.320246;10.28509046
SO;Aprica;Aprica;22.11.2016;Ossigeno disciolto;11;46.14876857;10.13044675
CR;Crema;Crema;26.05.2016;pH;7.9;45.34548271;9.694962049
BS;Gottolengo;Gottolengo;11.05.2016;Conducibilità elettrica a 20°C;686;45.320246;10.28509046
BG;Palosco;Palosco;11.04.2016;Temperatura acqua;12.8;45.58684179;9.845169363
SO;Berbenno di Valtellina;Berbenno;01.08.2016;Temperatura acqua;13;46.1592963;9.743080004
CR;Sergnano;Sergnano;02.08.2016;pH;6.94;45.42980434;9.709841805
LO;Boffalora d'Adda;Boffalora;27.01.2016;Conducibilità elettrica a 20°C;404;45.36422162;9.486066727
PV;Cervesina;Cervesina;12.10.2016;Escherichia coli;;45.06301792;9.014264402
LC;Lecco;Lecco;10.10.2016;Ossigeno disciolto;10.7;45.85266511;9.397363338
VA;Germignaga;Germignaga;05.07.2016;pH;8;45.9913793;8.734260723
MB;Lentate sul Seveso;Lentate sul Seveso;06.04.2016;Ossigeno disciolto;9.52;45.67082319;9.131522449
CR;Pizzighettone;Pizzighettone;07.09.2016;Escherichia coli;2400;45.20654984;9.811291315
MB;USMATE VELATE;Lomagna/Usmate;15.12.2016;Ossigeno disciolto;12.1;45.66239945;9.368567638
LC;Rovagnate;Rovagnate;08.06.2016;Ossigeno disciolto;9;45.71002783;9.382088236
MI;San Giuliano Milanese;S. Giuliano Milanese;26.01.2016;pH;7.99;45.36542906;9.317839419
BG;Bonate Sopra;Bonate Sopra;04.08.2016;Temperatura acqua;22;45.67740488;9.5624339
PV;Zinasco;Zinasco;14.09.2016;Temperatura acqua;20.7;45.12143547;9.026611015
MN;Castellucchio;Castellucchio;12.01.2016;Conducibilità elettrica a 20°C;821.7;45.14714103;10.66220016
BS;Collio;Collio;09.03.2016;Conducibilità elettrica a 20°C;264;45.80887516;10.35698454
CO;Fino Mornasco;Fino Mornasco;23.05.2016;Escherichia coli;23000;45.753754;9.057273866
MN;Castel Goffredo;Castelgoffredo;03.11.2016;pH;8.3;45.33091486;10.47340865
LC;Lecco;Lecco;12.12.2016;Temperatura acqua;6.9;45.85266511;9.397363338
PV;Casei Gerola;Casei Gerola;29.03.2016;Temperatura acqua;10.2;45.00574496;8.929358809
MN;Sabbioneta;Sabbioneta;05.04.2016;Temperatura acqua;15;44.9838967;10.50310913
CO;Como;Como;08.03.2016;pH;7.8;45.81351622;9.074313541
BG;Costa Volpino;Costa Volpino;10.03.2016;pH;8.2;45.82636852;10.10452261
BG;Filago;Filago;04.08.2016;Ossigeno disciolto;7.49;45.63110708;9.550936465
BG;Albino;Albino;06.10.2016;pH;8.08;45.76228151;9.815717064
BG;Mozzanica;Mozzanica;25.07.2016;pH;;45.48342714;9.709313014
VA;SESTO CALENDE;Sesto Calende;24.11.2016;Temperatura acqua;11.6;45.73729814;8.647854905
LC;OLGINATE;Calolziocorte/Olginate;10.05.2016;Temperatura acqua;19.5;45.80368759;9.41416831
BS;Pertica Bassa;Pertica Bassa;07.11.2016;Conducibilità elettrica a 20°C;361;45.74453489;10.37909049
BS;Temù;Temù;16.11.2016;Escherichia coli;579.4;46.24488574;10.46788162
VA;Varese;Varese;10.08.2016;Escherichia coli;17000;45.81982826;8.851945308
BG;Mozzanica;Mozzanica;16.06.2016;Temperatura acqua;16.3;45.48342714;9.709313014
CR;Crema;Crema;22.11.2016;Escherichia coli;21000;45.34548271;9.694962049
BS;Cazzago San Martino;Cazzago S. Martino;02.03.2016;Ossigeno disciolto;;45.53262149;10.04315858
MI;Cuggiono;Cuggiono;13.04.2016;Conducibilità elettrica a 20°C;202;45.49414741;8.774620534
MN;Sabbioneta;Sabbioneta;06.10.2016;Ossigeno disciolto;4.26;44.9838967;10.50310913
MN;Gazzuolo;Gazzuolo;05.04.2016;Conducibilità elettrica a 20°C;757.2;45.07636956;10.57467005
PV;Ottobiano;Ottobiano;20.07.2016;Ossigeno disciolto;6.04;45.14958112;8.831463076
VA;Lonate Pozzolo;Lonate Pozzolo;07.09.2016;Conducibilità elettrica a 20°C;199.5;45.58952943;8.704542828
PV;Bereguardo;Bereguardo;04.05.2016;Conducibilità elettrica a 20°C;218.3;45.23467838;9.007681969
LO;Castelnuovo Bocca d'Adda;Castelnuovo Bocca dAdda;19.01.2016;Temperatura acqua;3.27;45.13385186;9.843035618
BS;Azzano Mella;Azzano Mella;08.09.2016;Conducibilità elettrica a 20°C;697;45.46884185;10.11265465
BG;Zogno;Zogno;08.02.2016;Conducibilità elettrica a 20°C;;45.80789456;9.681507291
CR;Pizzighettone;Pizzighettone;09.06.2016;Temperatura acqua;17.9;45.1815935;9.781335134
BG;Valbrembo;Valbrembo;28.11.2016;Ossigeno disciolto;11.01;45.71247094;9.60479919
BS;Pralboino;Pralboino;09.02.2016;pH;8.25;45.26839626;10.20946157
BG;Ardesio;Ardesio;09.03.2016;Escherichia coli;220;45.95138962;9.925548542
BG;Costa Volpino;Costa Volpino;18.04.2016;Ossigeno disciolto;11.33;45.82636852;10.10452261
SO;Montagna in Valtellina;Montagna Valt.;06.06.2016;Temperatura acqua;11.6;46.16757952;9.90381766
MB;Lesmo;Lesmo;04.02.2016;Temperatura acqua;12.23;45.63505181;9.299078398
BG;Arzago d'Adda;Arzago dAdda;21.04.2016;Temperatura acqua;12.4;45.4856483;9.587775605
MN;Rodigo;Rodigo;05.10.2016;pH;7.5;45.17891548;10.68253423
LC;Valmadrera;Valmadrera;13.07.2016;Temperatura acqua;21.9;45.8504889;9.367247722
BS;Gavardo;Gavardo;20.12.2016;pH;7.81;45.59145363;10.44006204
LC;Cortenova;Cortenova;12.01.2016;pH;8.7;46.01061833;9.37153869
CR;GABBIONETA BINANUOVA;Gabbioneta Binanuova;03.08.2016;pH;7.45;45.24028145;10.17445054
MI;Cuggiono;Cuggiono;05.10.2016;Conducibilità elettrica a 20°C;160;45.49414741;8.774620534
BS;Fiesse;Fiesse;09.11.2016;Ossigeno disciolto;8.17;45.23204733;10.3161738
BS;Pisogne;Pisogne;04.08.2016;Ossigeno disciolto;;45.81030494;10.10798848
BG;Canonica d'Adda;Canonica dAdda;18.07.2016;pH;8;45.58969655;9.552325217
BS;Bovezzo;Bovezzo;15.11.2016;Conducibilità elettrica a 20°C;490;45.58404197;10.24616958
MN;Goito;Goito;05.10.2016;pH;7.5;45.26100724;10.66372324
PV;Zinasco;Zinasco;13.01.2016;Escherichia coli;;45.12143547;9.026611015
BG;Barzana;Barzana;21.03.2016;pH;8.3;45.73721287;9.571775784
BG;Osio Sopra;Osio sopra;05.05.2016;Temperatura acqua;11.1;45.63320642;9.563402141
SO;Valdidentro;Valdidentro;02.11.2016;Conducibilità elettrica a 20°C;158;46.48313414;10.26611458
LO;Crespiatica;Crespiatica;17.03.2016;Escherichia coli;1299.7;45.34170192;9.5621899
PV;Chignolo Po;Chignolo Po;06.10.2016;pH;7.67;45.13321436;9.515016406
VA;Somma Lombardo;Somma Lombardo;13.01.2016;Ossigeno disciolto;12;45.67705954;8.68323188
MI;Trezzo sull'Adda;Trezzo dAdda;13.12.2016;Ossigeno disciolto;11.01;45.60216987;9.529956696
PV;Pavia;Pavia;10.11.2016;Temperatura acqua;11;45.18056556;9.153280587
VA;Porto Ceresio;Porto  Ceresio;10.08.2016;Conducibilità elettrica a 20°C;386.3;45.90609865;8.895231622
LC;Bellano;Bellano;12.07.2016;pH;8.5;46.04200977;9.298703771
LO;Castiraga Vidardo;Castiraga Vidardo;18.02.2016;Ossigeno disciolto;11.03;45.25707816;9.394866059
SO;Montagna in Valtellina;Montagna Valt.;05.12.2016;Ossigeno disciolto;11.5;46.16757952;9.90381766
BS;Malegno;Malegno;09.11.2016;Temperatura acqua;6.4;45.95164539;10.2777575
BG;Valbrembo;Valbrembo;13.06.2016;Conducibilità elettrica a 20°C;316;45.71247094;9.60479919
CR;Cappella Cantone;Cappella Cantone;23.02.2016;pH;8.3;45.23312622;9.838617725
MI;Rho;Rho;02.11.2016;Conducibilità elettrica a 20°C;671;45.52203114;9.051016485
LO;San Martino in Strada;S. Martino in Strada;25.08.2016;Ossigeno disciolto;7.46;45.26380011;9.541189189
MI;San Giuliano Milanese;S. Giuliano Milanese;26.07.2016;Conducibilità elettrica a 20°C;694;45.36542906;9.317839419
SO;Aprica;Aprica;08.02.2016;Escherichia coli;1030;46.14876857;10.13044675
CR;Vescovato;Vescovato;19.10.2016;Ossigeno disciolto;3.1;45.13596208;10.16578019
MN;Castellucchio;Castellucchio;19.04.2016;Escherichia coli;13000;45.14714103;10.66220016
LO;Somaglia;Somaglia;16.06.2016;Temperatura acqua;22.42;45.12957031;9.635351457
BG;Costa Volpino;Costa Volpino;09.11.2016;Escherichia coli;940;45.82636852;10.10452261
VA;Luino;Luino;08.09.2016;Ossigeno disciolto;8.24;45.99451536;8.74411052
CR;Corte de' Frati;Corte  de Frati;26.01.2016;Ossigeno disciolto;12.07;45.20802867;10.10960784
CR;Spinadesco;Spinadesco;06.12.2016;pH;8.14;45.13685148;9.955404374
PV;Casei Gerola;Casei Gerola;29.03.2016;pH;7.64;45.00574496;8.929358809
BS;Bovegno;Bovegno;14.06.2016;Ossigeno disciolto;;45.79403349;10.27661851
MI;PERO;Pero;02.11.2016;Ossigeno disciolto;10.46;45.51574337;9.070994153
BG;Ponte Nossa;Ponte Nossa;15.09.2016;Ossigeno disciolto;9.85;45.85116106;9.882447414
PV;Pavia;Pavia;17.08.2016;Escherichia coli;;45.18056556;9.153280587
MI;San Giuliano Milanese;S. Giuliano Milanese;22.03.2016;Ossigeno disciolto;9.94;45.36542906;9.317839419
BS;Edolo;Edolo;14.09.2016;Conducibilità elettrica a 20°C;193;46.19006093;10.3419504
MN;Bozzolo;Bozzolo/Calvatone;14.03.2016;pH;7.7;45.12494191;10.45519431
CO;Domaso;Domaso;04.10.2016;Escherichia coli;14;46.15444601;9.329034028
BG;Mornico al Serio;Mornico al Serio;20.12.2016;Conducibilità elettrica a 20°C;433;45.58439844;9.808678961
BS;Rovato;Rovato;01.09.2016;pH;8.3;45.54377331;10.00610278
BS;Gottolengo;Gottolengo;20.09.2016;pH;7.83;45.320246;10.28509046
LO;Santo Stefano Lodigiano;S. Stefano Lodigiano;19.01.2016;Conducibilità elettrica a 20°C;472;45.10578654;9.736683697
CR;Casaletto di Sopra;Casaletto di Sopra;03.03.2016;Ossigeno disciolto;11.2;45.41293371;9.803933929
MB;Briosco;Briosco;03.03.2016;pH;8.33;45.72303107;9.239228845
SO;Lovero;Lovero;27.06.2016;Conducibilità elettrica a 20°C;155;46.2365307;10.22549934
VA;Lonate Pozzolo;Lonate Pozzolo;09.08.2016;Conducibilità elettrica a 20°C;127.1;45.58952943;8.704542828
PV;ZERBOLò;TORRE D'ISOLA;08.09.2016;pH;7.96;45.25322067;8.981495619
MN;Quistello;Quistello;10.05.2016;Ossigeno disciolto;8.52;45.04248476;11.01049127
BG;Castro;Castro;10.08.2016;pH;8.3;45.8019241;10.06273134
SO;Sondrio;Sondrio;04.07.2016;pH;8.3;46.16269333;9.853352103
MI;Peschiera Borromeo;Peschiera Borromeo;17.11.2016;Ossigeno disciolto;10.02;45.44448215;9.266649819
MB;USMATE VELATE;Lomagna/Usmate;10.05.2016;Temperatura acqua;15.2;45.66239945;9.368567638
CR;Montodine;Montodine;04.07.2016;pH;7;45.28311106;9.711247599
LC;Varenna;Perledo;23.05.2016;Ossigeno disciolto;9.8;46.01469797;9.283041999
BG;Valbrembo;Valbrembo;28.11.2016;Conducibilità elettrica a 20°C;409;45.71247094;9.60479919
MI;Truccazzano;Trucazzano;17.08.2016;pH;7.71;45.46825292;9.443553627
CO;Valsolda;Valsolda;16.11.2016;Temperatura acqua;7.2;46.02530718;9.052895329
BG;Seriate;Seriate;14.06.2016;Temperatura acqua;13.2;45.67955117;9.724501967
VA;Brebbia;Brebbia;04.08.2016;Escherichia coli;1600;45.84129999;8.634064328
BS;Lodrino;Lodrino;19.09.2016;Conducibilità elettrica a 20°C;750;45.71221222;10.25092783
MN;Viadana;Viadana;02.11.2016;Conducibilità elettrica a 20°C;836;45.02236158;10.63218297
BG;Ponte Nossa;Ponte Nossa;01.08.2016;pH;8.37;45.85847449;9.879471871
SO;Sondrio;Sondrio;06.04.2016;Temperatura acqua;7.9;46.16269333;9.853352103
MN;Viadana;Viadana;14.09.2016;Ossigeno disciolto;7.5;44.9121599;10.53632845
PV;Spessa;Arena Po;19.08.2016;Temperatura acqua;22.9;45.10434652;9.347170943
BS;Piancogno;Piancogno;03.03.2016;Temperatura acqua;7;45.93548134;10.24515052
CR;Capergnanica;Capergnanica;28.09.2016;pH;8.08;4.542679079;9.455679281
MI;Rho;Rho;02.11.2016;pH;8.03;45.52203114;9.051016485
BG;Adrara San Rocco;Adrara S. Rocco;21.06.2016;Ossigeno disciolto;10.26;45.71829689;9.962459002
MI;San Donato Milanese;S. Donato Milanese;29.03.2016;Conducibilità elettrica a 20°C;659;45.40837714;9.269981843
SO;Villa di Chiavenna;Villa di Chiavenna;16.02.2016;Ossigeno disciolto;10.1;46.33128613;9.501357512
BG;Mornico al Serio;Mornico al Serio;09.05.2016;Conducibilità elettrica a 20°C;;45.58439844;9.808678961
BG;Mornico al Serio;Mornico al Serio;24.03.2016;Conducibilità elettrica a 20°C;489;45.58439844;9.808678961
CR;Spinadesco;Spinadesco;09.08.2016;pH;8.03;45.13685148;9.955404374
PV;Chignolo Po;Chignolo Po;06.10.2016;Conducibilità elettrica a 20°C;686.5;45.13321436;9.515016406
BG;Filago;Filago;18.10.2016;Temperatura acqua;14.9;45.63110708;9.550936465
SO;Ardenno;Ardenno;16.02.2016;pH;8;46.15878336;9.640114431
CR;Crema;Crema;26.05.2016;Temperatura acqua;17;45.34548271;9.694962049
BG;Adrara San Rocco;Adrara S. Rocco;21.06.2016;pH;8;45.71829689;9.962459002
MN;Sermide;Sermide;03.03.2016;Escherichia coli;4000;45.01538052;11.29001297
PV;Ottobiano;Ottobiano;12.05.2016;Ossigeno disciolto;8.41;45.14958112;8.831463076
