PROVINCIA;COMUNE;STAZIONE;DATACAMPIONAMENTO;PARAMETRO;VALORE_NUMERICO;GEO_Y;GEO_X
CR;Montodine;Montodine;12.04.2016;Temperatura acqua;15.8;45.28311106;9.711247599
MN;Moglia;Moglia;14.01.2016;Conducibilità elettrica a 20°C;560.7;44.96139934;10.95440339
BS;Lodrino;Lodrino;07.03.2016;Escherichia coli;129970;45.71221222;10.25092783
LO;Castiraga Vidardo;Castiraga Vidardo;15.12.2016;Temperatura acqua;5.8;45.25707816;9.394866059
CO;Dongo;Dongo;16.05.2016;Escherichia coli;360;46.12594548;9.280933126
PV;Pavia;Pavia;02.03.2016;Temperatura acqua;10.39;45.18056556;9.153280587
PV;Bressana Bottarone;Bressana Bottarone;19.01.2016;Escherichia coli;;45.07978335;9.12416944
MI;Locate di Triulzi;Locate triulzi;25.05.2016;Conducibilità elettrica a 20°C;211;45.35912993;9.202830047
CR;Sergnano;Sergnano;11.05.2016;Temperatura acqua;15.4;45.42980434;9.709841805
PV;ZERBOLò;TORRE D'ISOLA;08.03.2016;Temperatura acqua;9.46;45.25322067;8.981495619
VA;Ferrera di Varese;Ferrera di Varese;02.05.2016;pH;8.3;45.93653198;8.776872768
PV;Pavia;Pavia;21.12.2016;pH;7.82;45.18056556;9.153280587
PV;Cornale;Cornale;22.12.2016;Conducibilità elettrica a 20°C;683;45.04884623;8.905432753
BG;Credaro;Credaro;11.05.2016;pH;;45.65067099;9.922542116
CR;Casaletto Ceredano;Casaletto Ceredano;30.03.2016;Temperatura acqua;14.1;45.31655812;9.618473449
SO;Berbenno di Valtellina;Berbenno;04.07.2016;Ossigeno disciolto;10.9;46.1592963;9.743080004
BG;San Giovanni Bianco;S. Giovanni Bianco;28.09.2016;Conducibilità elettrica a 20°C;359;45.87442684;9.653147796
BS;Montichiari;Montichiari;29.11.2016;Escherichia coli;2419.6;45.40475483;10.38627881
MN;Ceresara;Ceresara;05.10.2016;Temperatura acqua;15.5;45.27174902;10.57124709
MI;Lainate;Lainate;12.04.2016;Temperatura acqua;15.84;45.55034016;9.020577872
BG;Ponte Nossa;Ponte Nossa;04.10.2016;Conducibilità elettrica a 20°C;1878;45.85847449;9.879471871
MN;Castellucchio;Castellucchio;05.10.2016;Conducibilità elettrica a 20°C;835;45.14714103;10.66220016
LO;Sant'Angelo Lodigiano;S. Angelo Lodigiano;14.09.2016;Escherichia coli;1607;45.23945054;9.404563744
PV;ZERBOLò;TORRE D'ISOLA;13.06.2016;Ossigeno disciolto;9.41;45.25322067;8.981495619
CR;Piadena;Piadena;12.12.2016;Conducibilità elettrica a 20°C;334;45.12550073;10.39306692
MN;Sabbioneta;Sabbioneta;10.02.2016;Ossigeno disciolto;9.86;44.9838967;10.50310913
LO;Boffalora d'Adda;Boffalora;27.01.2016;Temperatura acqua;4.6;45.36422162;9.486066727
CO;Como;Como;14.07.2016;Conducibilità elettrica a 20°C;568;45.81351622;9.074313541
BS;Capriolo;Capriolo;15.06.2016;Conducibilità elettrica a 20°C;258;45.64785076;9.916207463
PV;Travacò Siccomario;Travacò  Siccomario;06.04.2016;Escherichia coli;;45.15944584;9.190502633
PV;Cornale;Cornale;22.12.2016;Escherichia coli;700;45.04884623;8.905432753
BG;San Pellegrino Terme;S. Pellegrino Terme;21.11.2016;Escherichia coli;4700;45.84307092;9.66893063
CO;Lasnigo;Lasnigo;21.11.2016;Conducibilità elettrica a 20°C;471;45.88184542;9.263547319
CR;Corte de' Frati;Corte  de Frati;08.06.2016;Escherichia coli;340;45.20802867;10.10960784
CO;Carimate;Carimate;23.05.2016;pH;7.6;45.70065752;9.117784205
SO;Prata Camportaccio;Prata Camportaccio;16.02.2016;pH;7.9;46.75335549;9.40340591
BG;Treviglio;Treviglio;20.10.2016;Ossigeno disciolto;6.75;45.53999258;9.574380911
LC;Pasturo;Pasturo;12.09.2016;Temperatura acqua;11.1;45.93066903;9.432108288
MN;Canneto sull'Oglio;Canneto SullOglio;10.11.2016;Ossigeno disciolto;10.41;45.15644252;10.41260642
MN;Viadana;Viadana;06.07.2016;Ossigeno disciolto;8.6;44.9121599;10.53632845
CR;Vescovato;Vescovato;12.12.2016;Temperatura acqua;7;45.13596208;10.16578019
LC;Valmadrera;Valmadrera;12.12.2016;Temperatura acqua;8.8;45.8504889;9.367247722
PV;Spessa;Arena Po;13.09.2016;Conducibilità elettrica a 20°C;397.6;45.10434652;9.347170943
MN;Roncoferraro;Roncoferraro;20.01.2016;pH;7.79;45.12130166;11.0197439
VA;Germignaga;Germignaga;08.09.2016;Conducibilità elettrica a 20°C;334.2;45.9913793;8.734260723
MI;Rho;Rho;13.01.2016;Escherichia coli;;45.5262084;9.019838765
MI;Baranzate;Baranzate;31.03.2016;pH;8.21;45.53085857;9.103298865
LO;Sant'Angelo Lodigiano;Sant.Angelo Lodigiano;21.01.2016;Conducibilità elettrica a 20°C;514;45.24315479;9.41462148
PV;TRAVACò SICCOMARIO;Travacò  Siccomario;21.12.2016;Ossigeno disciolto;9.39;45.17308012;9.157078386
VA;Luino;Luino;04.04.2016;Temperatura acqua;11;45.99451536;8.74411052
MI;PADERNO DUGNANO;Paderno Dugnano;30.08.2016;Conducibilità elettrica a 20°C;735;45.53817049;9.182187817
SO;Livigno;Livigno;09.05.2016;pH;8.6;46.55392603;10.13666653
PV;Chignolo Po;Chignolo Po;06.10.2016;Ossigeno disciolto;6.86;45.13321436;9.515016406
SO;Chiesa in Valmalenco;Chiesa in Valmalenco;01.08.2016;Escherichia coli;530;46.26898752;9.854065898
BG;Mozzanica;Mozzanica;17.03.2016;Escherichia coli;400;45.48342714;9.709313014
PV;Cervesina;Cervesina;03.11.2016;Conducibilità elettrica a 20°C;1318;45.06301792;9.014264402
MB;Cesano Maderno;Seveso;06.04.2016;Conducibilità elettrica a 20°C;732;45.64615771;9.147578923
BG;Valgoglio;Valgoglio;27.09.2016;Temperatura acqua;9.4;45.97460645;9.896853614
LC;Mandello del Lario;Mandello;04.08.2016;Ossigeno disciolto;10;45.91461055;9.315178099
LC;Pasturo;Pasturo;12.09.2016;Escherichia coli;4;45.93066903;9.432108288
LO;Orio Litta;Orio Litta;28.07.2016;Conducibilità elettrica a 20°C;417;45.16557812;9.532104418
CR;Cicognolo;Cigognolo;07.11.2016;Escherichia coli;420;45.16406522;10.20984498
MN;Castellucchio;Castellucchio;09.02.2016;pH;7.62;45.14714103;10.66220016
MI;San Giuliano Milanese;S. Giuliano Milanese;14.12.2016;Conducibilità elettrica a 20°C;634;45.36542906;9.317839419
LO;San Martino in Strada;S. Martino in Strada;25.02.2016;Conducibilità elettrica a 20°C;220;45.26380011;9.541189189
VA;Varese;Varese;09.02.2016;Escherichia coli;770;45.82128877;8.868483273
SO;Prata Camportaccio;Prata Camportaccio;07.11.2016;pH;8.4;46.75335549;9.40340591
MN;Bagnolo San Vito;Bagnolo S. Vito;24.08.2016;Ossigeno disciolto;11.2;45.10014006;10.88872109
VA;SESTO CALENDE;Sesto Calende;02.03.2016;Ossigeno disciolto;11;45.73729814;8.647854905
VA;Luino;Luino;17.10.2016;Conducibilità elettrica a 20°C;373.5;45.99451536;8.74411052
MB;Cesano Maderno;Seveso;04.05.2016;Conducibilità elettrica a 20°C;798;45.64615771;9.147578923
LO;Sant'Angelo Lodigiano;Sant.Angelo Lodigiano;14.09.2016;Ossigeno disciolto;6.26;45.24315479;9.41462148
BG;Lenna;Lenna;14.03.2016;Conducibilità elettrica a 20°C;238;45.93972271;9.67112635
BG;Villa di Serio;Villa di Serio;25.01.2016;Conducibilità elettrica a 20°C;;45.73226331;9.743434193
SO;Villa di Chiavenna;Villa di Chiavenna;31.08.2016;pH;8.7;46.33128613;9.501357512
CR;Genivolta;Genivolta;08.11.2016;Ossigeno disciolto;10.62;45.33429464;9.851489737
BG;Valnegra;Valnegra;14.03.2016;Escherichia coli;120;45.94948173;9.692930758
CO;Grandola ed Uniti;Grandola ed Uniti;17.05.2016;Escherichia coli;4;46.08718279;9.20700912
BG;Canonica d'Adda;Canonica dAdda;21.04.2016;Ossigeno disciolto;11.78;45.58969655;9.552325217
LC;Valmadrera;Valmadrera;21.11.2016;pH;8.7;45.8504889;9.367247722
CO;Dongo;Dongo;25.08.2016;Temperatura acqua;16.9;46.12594548;9.280933126
PV;Voghera;Voghera;09.02.2016;pH;7.7;44.95976439;9.016392961
CO;Vertemate con Minoprio;Vertemate;11.02.2016;Ossigeno disciolto;10;45.7338641;9.083743097
CO;Como;Como;06.06.2016;Conducibilità elettrica a 20°C;506;45.81351622;9.074313541
CO;Gera Lario;Gera Lario;07.11.2016;pH;7.9;46.14975406;9.4128793
CR;Pizzighettone;Pizzighettone;21.03.2016;Conducibilità elettrica a 20°C;647;45.20654984;9.811291315
BG;Pontida;Pontida;19.09.2016;Ossigeno disciolto;9.44;45.73578066;9.449268584
LO;Lodi Vecchio;Lodi Vecchio;28.06.2016;Conducibilità elettrica a 20°C;227;45.30149452;9.410275883
PV;Zavattarello;Zavattarello;01.12.2016;Escherichia coli;100;44.87896077;9.269644894
MN;Marmirolo;Marmirolo;14.09.2016;Conducibilità elettrica a 20°C;266;45.30344812;10.70809297
BS;Castel Mella;Castelmella;08.09.2016;Ossigeno disciolto;10.3;45.49476409;10.14718594
PV;Chignolo Po;Chignolo Po;20.01.2016;Escherichia coli;;45.13321436;9.515016406
MI;Rho;Rho;04.10.2016;Ossigeno disciolto;9.37;45.52203114;9.051016485
LO;Santo Stefano Lodigiano;S. Stefano Lodigiano;30.11.2016;Temperatura acqua;6.84;45.10578654;9.736683697
CO;Fino Mornasco;Fino Mornasco;06.09.2016;Ossigeno disciolto;7.9;45.753754;9.057273866
BS;Manerba del Garda;Manerba del Garda;07.03.2016;Ossigeno disciolto;;45.55470155;10.54146412
LC;Lecco;Lecco;12.12.2016;Temperatura acqua;9.4;45.87648791;9.428828766
LO;Somaglia;Somaglia;06.07.2016;pH;7.96;45.12957031;9.635351457
MN;Goito;Goito;03.05.2016;Ossigeno disciolto;10.13;45.26100724;10.66372324
BS;Bagolino;Bagolino;08.06.2016;Temperatura acqua;9.1;45.88098328;10.45094477
VA;Golasecca;Golasecca;09.08.2016;Conducibilità elettrica a 20°C;146;45.70554447;8.654411314
LC;Dervio;Dervio;12.07.2016;Conducibilità elettrica a 20°C;88;46.07275515;9.298443762
BS;Angolo Terme;Angolo Terme;23.06.2016;pH;8;45.89669272;10.14431809
CO;Vertemate con Minoprio;Vertemate;15.11.2016;Temperatura acqua;11.5;45.7338641;9.083743097
CR;GABBIONETA BINANUOVA;Gabbioneta;09.11.2016;Ossigeno disciolto;10.47;45.20836335;10.23071366
MN;Castellucchio;Castellucchio;04.07.2016;Conducibilità elettrica a 20°C;434;45.14714103;10.66220016
BG;Ardesio;Ardesio;07.09.2016;pH;7.46;45.94714101;9.923582351
VA;Lonate Pozzolo;Lonate Pozzolo;24.11.2016;Temperatura acqua;12.4;45.58952943;8.704542828
LC;Mandello del Lario;Mandello;23.05.2016;Temperatura acqua;11.8;45.91461055;9.315178099
BG;Ponte Nossa;Ponte Nossa;04.05.2016;Conducibilità elettrica a 20°C;;45.85847449;9.879471871
VA;Cassano Magnago;Cassano Magnago;23.11.2016;Conducibilità elettrica a 20°C;349;45.67928433;8.806454833
CR;Castelvisconti;Castelvisconti;06.07.2016;Ossigeno disciolto;7.88;45.31860075;9.949348223
MB;Cesano Maderno;Seveso;04.05.2016;Ossigeno disciolto;7.96;45.64615771;9.147578923
LO;San Martino in Strada;S. Martino in Strada;28.06.2016;Conducibilità elettrica a 20°C;227;45.26380011;9.541189189
BG;Ponte Nossa;Ponte Nossa;14.06.2016;Ossigeno disciolto;10.06;45.85847449;9.879471871
VA;MACCAGNO CON PINO E VEDDASCA;Maccagno;02.02.2016;Ossigeno disciolto;12;46.04261062;8.73881017
MN;Gazzuolo;Gazzuolo;09.06.2016;pH;7.65;45.04432064;10.59433446
MI;San Donato Milanese;S. Donato Milanese;23.02.2016;Escherichia coli;;45.40837714;9.269981843
BG;Costa Volpino;Costa Volpino;19.07.2016;Ossigeno disciolto;10.09;45.82636852;10.10452261
MI;Abbiategrasso;Abbiategrasso;12.05.2016;Temperatura acqua;15.05;45.36518553;8.860280722
CO;Claino con Osteno;Claino  con Osteno;01.09.2016;Escherichia coli;630;46.00680971;9.08536192
VA;Varese;Varese;06.04.2016;Conducibilità elettrica a 20°C;505;45.81982826;8.851945308
MN;Marmirolo;Marmirolo;09.03.2016;Ossigeno disciolto;9.13;45.30344812;10.70809297
BS;Limone sul Garda;Limone sul Garda;22.09.2016;pH;7.7;45.81207391;10.78732449
MI;PADERNO DUGNANO;Paderno Dugnano;26.01.2016;Ossigeno disciolto;11.02;45.53817049;9.182187817
BS;Rovato;Rovato;21.11.2016;Temperatura acqua;11.3;45.54377331;10.00610278
PV;Golferenzo;Golferenzo;07.06.2016;Temperatura acqua;17;44.97054081;9.297669511
BG;Nembro;Nembro;02.11.2016;Temperatura acqua;10.6;45.75010831;9.780312514
BG;Bonate Sopra;Bonate Sopra;21.09.2016;Escherichia coli;12000;45.67740488;9.5624339
BS;Prevalle;Prevalle;08.03.2016;Ossigeno disciolto;;45.53358951;10.43349261
VA;LAVENO MOMBELLO;Laveno Mombello;05.05.2016;Conducibilità elettrica a 20°C;711;45.90494569;8.623978066
MN;Borgoforte;Borgoforte;20.01.2016;Escherichia coli;500;45.05433676;10.72275192
BG;Zogno;Zogno;04.04.2016;Temperatura acqua;11;45.80789456;9.681507291
CR;Castelvisconti;Castelvisconti;03.08.2016;Temperatura acqua;20.7;45.31860075;9.949348223
CO;Merone;Merone;02.08.2016;Ossigeno disciolto;7.5;45.76912147;9.244210911
SO;Mese;Mese;31.08.2016;Escherichia coli;83;46.31499122;9.387627003
VA;Brebbia;Brebbia;03.03.2016;pH;8.2;45.84129999;8.634064328
CO;Gera Lario;Gera Lario;07.11.2016;Conducibilità elettrica a 20°C;130;46.14975406;9.4128793
PV;Travacò Siccomario;Travacò  Siccomario;17.08.2016;Ossigeno disciolto;7.61;45.15944584;9.190502633
BG;Adrara San Rocco;Adrara S. Rocco;31.03.2016;Ossigeno disciolto;11.2;45.71829689;9.962459002
MN;Bagnolo San Vito;Bagnolo S. Vito;12.12.2016;Ossigeno disciolto;11.85;45.10014006;10.88872109
LC;Bellano;Bellano;04.08.2016;Ossigeno disciolto;10.1;46.04200977;9.298703771
LO;Casalpusterlengo;Casalpusterlengo;05.04.2016;Temperatura acqua;15.1;45.17708978;9.649701652
VA;Luino;Luino;12.01.2016;pH;8;45.99451536;8.74411052
LO;Orio Litta;Orio Litta;10.11.2016;Temperatura acqua;14.53;45.16557812;9.532104418
VA;SESTO CALENDE;Sesto Calende;04.07.2016;Temperatura acqua;21.3;45.73729814;8.647854905
LO;Castelnuovo Bocca d'Adda;Castelnuovo Bocca dAdda;08.11.2016;Ossigeno disciolto;12.29;45.13385186;9.843035618
MN;Bagnolo San Vito;Bagnolo S. Vito;06.07.2016;Escherichia coli;100;45.10014006;10.88872109
BS;Bovegno;Bovegno;14.06.2016;Escherichia coli;920.8;45.79403349;10.27661851
LC;Valmadrera;Valmadrera;17.05.2016;Conducibilità elettrica a 20°C;501;45.85478938;9.367778511
MI;Parabiago;Parabiago;13.09.2016;Conducibilità elettrica a 20°C;138;45.55979595;8.962473633
MN;San Benedetto Po;S. Benedetto Po;06.04.2016;Escherichia coli;20;45.04281432;10.99374269
SO;Valdidentro;Valdidentro;09.08.2016;pH;8.7;46.43381984;10.197637
SO;Aprica;Aprica;08.02.2016;pH;8.1;46.14876857;10.13044675
MN;Goito;Goito;05.12.2016;Ossigeno disciolto;8.5;45.26100724;10.66372324
BG;Costa Volpino;Costa Volpino;24.10.2016;pH;7.93;45.82636852;10.10452261
VA;Varese;Varese;14.06.2016;Ossigeno disciolto;7.5;45.82128877;8.868483273
BG;Canonica d'Adda;Canonica dAdda;27.01.2016;Temperatura acqua;6.9;45.58969655;9.552325217
BS;Bagolino;Bagolino;03.11.2016;Conducibilità elettrica a 20°C;369;45.88098328;10.45094477
MN;BORGO VIRGILIO;Borgo Virgilio;09.06.2016;Conducibilità elettrica a 20°C;342.4;45.04546222;10.75575317
BG;Ardesio;Ardesio;08.11.2016;Conducibilità elettrica a 20°C;145;45.95138962;9.925548542
BG;Albino;Albino;25.01.2016;pH;;45.76228151;9.815717064
BS;Fiesse;Fiesse;09.11.2016;Conducibilità elettrica a 20°C;747;45.23204733;10.3161738
CR;Isola Dovarese;Isola Dovarese;25.05.2016;Ossigeno disciolto;7.07;45.17888542;10.30351456
MN;Ceresara;Ceresara;08.09.2016;Conducibilità elettrica a 20°C;309;45.27174902;10.57124709
MN;Mantova;Mantova;07.06.2016;Ossigeno disciolto;10.24;45.12698879;10.84319471
LC;Costa Masnaga;Costamasnaga;08.06.2016;Escherichia coli;3400;45.77317651;9.262299665
BG;Osio Sopra;Osio sopra;20.06.2016;Conducibilità elettrica a 20°C;253;45.63320642;9.563402141
BS;Temù;Temù;13.09.2016;pH;8.2;46.24488574;10.46788162
LC;Lomagna;Lomagna;22.02.2016;Escherichia coli;100;45.67000729;9.367860745
CR;Piadena;Piadena;17.11.2016;Conducibilità elettrica a 20°C;391;45.12550073;10.39306692
SO;Samolaco;Samolaco;05.10.2016;Temperatura acqua;10.4;46.24016414;9.408435702
BS;Villa Carcina;Villa Carcina;08.06.2016;Ossigeno disciolto;;45.63189682;10.19937655
CR;Rivarolo del Re ed Uniti;Rivarolo del Re;25.05.2016;Conducibilità elettrica a 20°C;672;45.04402746;10.43434861
MI;Cuggiono;Cuggiono;14.01.2016;Conducibilità elettrica a 20°C;180;45.49414741;8.774620534
LO;Santo Stefano Lodigiano;S. Stefano Lodigiano;17.05.2016;Conducibilità elettrica a 20°C;477;45.10578654;9.736683697
BS;Azzano Mella;Azzano Mella;08.09.2016;Ossigeno disciolto;8.6;45.46884185;10.11265465
SO;Bormio;Bormio;04.04.2016;Temperatura acqua;8.5;46.45874895;10.35920475
PV;Voghera;Voghera;27.09.2016;Temperatura acqua;18.8;44.95976439;9.016392961
BG;Castro;Castro;08.09.2016;Ossigeno disciolto;10.26;45.80778606;10.05722168
BS;Ceto;Ceto;30.03.2016;Ossigeno disciolto;;46.0226759;10.34437904
PV;Bastida Pancarana;Bastida Pancarana;03.02.2016;Conducibilità elettrica a 20°C;499.2;45.10508725;9.115072002
BS;Pisogne;Pisogne;14.04.2016;pH;7.98;45.81030494;10.10798848
LO;San Martino in Strada;S. Martino in Strada;28.01.2016;Ossigeno disciolto;10.41;45.26380011;9.541189189
BG;Arzago d'Adda;Arzago dAdda;16.06.2016;Ossigeno disciolto;10.01;45.4856483;9.587775605
LO;Castiraga Vidardo;Castiraga Vidardo;21.06.2016;Ossigeno disciolto;5.94;45.25707816;9.394866059
MN;Goito;Goito;14.09.2016;Temperatura acqua;22.1;45.22542344;10.67658295
VA;Cazzago Brabbia;Cazzago Brabbia;09.06.2016;Temperatura acqua;21;45.79802582;8.716571343
BS;Castel Mella;Castelmella;27.06.2016;Conducibilità elettrica a 20°C;339;45.49476409;10.14718594
MB;Lentate sul Seveso;Lentate sul Seveso;07.07.2016;pH;7.99;45.67082319;9.131522449
MN;Castellucchio;Castellucchio;19.04.2016;Ossigeno disciolto;8.4;45.14714103;10.66220016
PV;San Zenone al Po;S. Zenone Po;10.05.2016;Escherichia coli;;45.10888783;9.363088336
MI;Cuggiono;Cuggiono;10.08.2016;pH;8;45.49414741;8.774620534
MB;Cesano Maderno;Seveso;01.09.2016;pH;7.97;45.64615771;9.147578923
MN;Gazzuolo;Gazzuolo;23.08.2016;Conducibilità elettrica a 20°C;449;45.04432064;10.59433446
SO;Samolaco;Samolaco;07.11.2016;Temperatura acqua;6.6;46.24016414;9.408435702
MN;Pegognaga;Pegognaga;06.04.2016;Conducibilità elettrica a 20°C;1670;45.01998168;10.84737192
PV;Mezzanino;Mezzanino;11.04.2016;pH;7.8;45.12766868;9.196498936
VA;Cassano Magnago;Cassano Magnago;05.12.2016;Conducibilità elettrica a 20°C;483;45.67928433;8.806454833
MI;Rho;Rho;04.08.2016;Ossigeno disciolto;8.79;45.5262084;9.019838765
BG;Filago;Filago;04.08.2016;pH;7.8;45.63110708;9.550936465
BS;Pisogne;Pisogne;16.03.2016;Temperatura acqua;8.2;45.81030494;10.10798848
CR;Piadena;Piadena;20.04.2016;Ossigeno disciolto;6.45;45.12550073;10.39306692
VA;LAVENO MOMBELLO;Laveno Mombello;14.01.2016;pH;7;45.90494569;8.623978066
CR;Stagno Lombardo;Stagno Lombardo;23.06.2016;Conducibilità elettrica a 20°C;323;45.05292141;10.06451635
MI;Parabiago;Parabiago;22.06.2016;Temperatura acqua;23.48;45.55979595;8.962473633
LO;VILLANOVA DEL SILLARO;Villanova Sillaro;21.01.2016;Escherichia coli;;45.23473967;9.481811677
CR;Sesto ed Uniti;Sesto ed Uniti;20.09.2016;Escherichia coli;780;45.16279089;9.956893957
LC;Cortenova;Cortenova;04.10.2016;Ossigeno disciolto;10.7;46.01061833;9.37153869
BS;Bovegno;Bovegno;09.03.2016;Conducibilità elettrica a 20°C;213;45.78141995;10.26320925
BG;Filago;Filago;30.11.2016;Ossigeno disciolto;11.37;45.63110708;9.550936465
LO;Fombio;Fombio;06.07.2016;Conducibilità elettrica a 20°C;331;45.12301134;9.686113235
MI;Legnano;Legnano;08.03.2016;Escherichia coli;17329;45.58927075;8.920712912
PV;Zinasco;Zinasco;09.11.2016;Ossigeno disciolto;10.17;45.12143547;9.026611015
MI;Legnano;Legnano;12.04.2016;pH;7.98;45.58927075;8.920712912
CR;Sesto ed Uniti;Sesto ed Uniti;22.03.2016;Escherichia coli;1100;45.16279089;9.956893957
SO;Aprica;Aprica;08.02.2016;Conducibilità elettrica a 20°C;263;46.14876857;10.13044675
MN;Quistello;Quistello;19.07.2016;Escherichia coli;30;45.04248476;11.01049127
SO;Bormio;Bormio;11.05.2016;pH;8.5;46.45874895;10.35920475
BG;Mozzanica;Mozzanica;15.11.2016;Temperatura acqua;10.8;45.48342714;9.709313014
CR;Genivolta;Genivolta;09.02.2016;pH;7.8;45.33429464;9.851489737
MN;Rodigo;Rodigo;08.09.2016;pH;7.9;45.19919384;10.67899451
BS;Capriolo;Capriolo;13.01.2016;Ossigeno disciolto;;45.64785076;9.916207463
MN;BORGO VIRGILIO;Borgo Virgilio;05.10.2016;Temperatura acqua;18.1;45.05433676;10.72275192
MI;Peschiera Borromeo;Peschiera Borromeo;26.07.2016;Conducibilità elettrica a 20°C;446;45.44448215;9.266649819
MN;Porto Mantovano;Porto Mantovano;13.10.2016;Escherichia coli;200;45.23503034;10.8005307
VA;Varese;Varese;29.11.2016;Temperatura acqua;8.8;45.82128877;8.868483273
LO;VILLANOVA DEL SILLARO;Villanova Sillaro;17.02.2016;Ossigeno disciolto;10.31;45.23473967;9.481811677
MI;Legnano;Legnano;08.03.2016;pH;8.57;45.58927075;8.920712912
CR;Cremona;Cremona;18.05.2016;Temperatura acqua;17.9;45.1638098;10.04137355
LC;Rovagnate;Rovagnate;08.06.2016;Escherichia coli;160;45.71002783;9.382088236
BS;Verolanuova;Verolanuova;17.11.2016;pH;8.3;45.32256548;10.07661445
CO;Cernobbio;Cernobbio;10.05.2016;Temperatura acqua;14.4;45.83498456;9.072982762
SO;Valdidentro;Valdidentro;01.02.2016;Ossigeno disciolto;7.9;46.4894348;10.35938285
LO;Castelnuovo Bocca d'Adda;Castelnuovo Bocca dAdda;17.05.2016;Temperatura acqua;19.25;45.11559165;9.868930411
CR;Cicognolo;Cigognolo;06.09.2016;pH;8.35;45.16406522;10.20984498
CO;Dosso del Liro;Consiglio di Rumo;21.03.2016;pH;6.9;46.16975106;9.234483574
CO;Como;Como;10.02.2016;pH;7.9;45.81351622;9.074313541
BS;Flero;Flero;06.09.2016;Escherichia coli;6130;45.4683729;10.17197921
SO;Valdisotto;Valdisotto;01.03.2016;Conducibilità elettrica a 20°C;376;46.42428487;10.35509431
BG;Castro;Castro;08.06.2016;Ossigeno disciolto;11.05;45.8019241;10.06273134
CO;Domaso;Domaso;21.03.2016;Escherichia coli;0;46.15444601;9.329034028
BG;Mornico al Serio;Mornico al Serio;15.11.2016;Conducibilità elettrica a 20°C;444;45.58439844;9.808678961
BS;Vestone;Vestone;16.03.2016;Temperatura acqua;8.1;45.70951799;10.40673642
BS;Toscolano - Maderno;Toscolano Maderno;13.06.2016;Ossigeno disciolto;;45.65797043;10.61036285
CR;San Daniele Po;San Daniele Po;12.07.2016;Temperatura acqua;28.3;45.05386669;10.17601399
BS;Barghe;Barghe;09.11.2016;Escherichia coli;3448;45.68847396;10.40018509
PV;Vigevano;Vigevano;15.06.2016;Escherichia coli;3300;45.2923226;8.81754532
BG;Mornico al Serio;Mornico al Serio;11.08.2016;Temperatura acqua;17.3;45.58439844;9.808678961
BS;Pertica Bassa;Pertica Bassa;09.06.2016;pH;8.5;45.74453489;10.37909049
CR;Casaletto Ceredano;Casaletto Ceredano;26.05.2016;Conducibilità elettrica a 20°C;414;45.31655812;9.618473449
LC;Mandello del Lario;Mandello;04.10.2016;Temperatura acqua;14.3;45.91461055;9.315178099
MN;Ponti sul Mincio;Ponti sul Mincio;16.11.2016;Conducibilità elettrica a 20°C;866;45.39498245;10.70507601
